order_date,customer_id,city,product_id,product_name,units_in_stock,unit_price,quantity,discount,category_id,category_name,total_price,year,month,day,yearquarter,unit_price_winsorized_0.05,discount_effective
1996-07-10,HANAR,Rio de Janeiro,31,Gorgonzola Telino,0,10.0,20,0.0,4,Dairy Products,200.0,1996,7,10,1996 Q3,10.0,0
1996-07-10,HANAR,Rio de Janeiro,39,Chartreuse verte,69,14.4,42,0.0,1,Beverages,604.8000000000001,1996,7,10,1996 Q3,14.4,0
1996-07-10,HANAR,Rio de Janeiro,49,Maxilaku,10,16.0,40,0.0,3,Confections,640.0,1996,7,10,1996 Q3,16.0,0
1996-07-11,CHOPS,Bern,24,Guaraná Fantástica,20,5.9,15,0.15,1,Beverages,45.9,1996,7,11,1996 Q3,5.9,0
1996-07-11,CHOPS,Bern,55,Pâté chinois,115,19.2,21,0.15,6,Meat/Poultry,342.71999999999997,1996,7,11,1996 Q3,19.2,0
1996-07-11,CHOPS,Bern,74,Longlife Tofu,4,8.0,21,0.0,7,Produce,168.0,1996,7,11,1996 Q3,8.0,0
1996-07-12,RICSU,Genève,2,Chang,17,15.2,20,0.0,1,Beverages,304.0,1996,7,12,1996 Q3,15.2,0
1996-07-12,RICSU,Genève,16,Pavlova,29,13.9,35,0.0,3,Confections,486.5,1996,7,12,1996 Q3,13.9,0
1996-07-12,RICSU,Genève,36,Inlagd Sill,112,15.2,25,0.0,8,Seafood,380.0,1996,7,12,1996 Q3,15.2,0
1996-07-12,RICSU,Genève,59,Raclette Courdavault,79,44.0,30,0.0,4,Dairy Products,1320.0,1996,7,12,1996 Q3,44.0,0
1996-07-15,WELLI,Resende,53,Perth Pasties,0,26.2,15,0.0,6,Meat/Poultry,393.0,1996,7,15,1996 Q3,26.2,0
1996-07-15,WELLI,Resende,77,Original Frankfurter grüne Soße,32,10.4,12,0.0,2,Condiments,124.80000000000001,1996,7,15,1996 Q3,10.4,0
1996-07-16,HILAA,San Cristóbal,27,Schoggi Schokolade,49,35.1,25,0.0,3,Confections,877.5,1996,7,16,1996 Q3,35.1,0
1996-07-16,HILAA,San Cristóbal,39,Chartreuse verte,69,14.4,6,0.0,1,Beverages,86.4,1996,7,16,1996 Q3,14.4,0
1996-07-16,HILAA,San Cristóbal,77,Original Frankfurter grüne Soße,32,10.4,15,0.0,2,Condiments,156.0,1996,7,16,1996 Q3,10.4,0
1996-07-17,ERNSH,Graz,2,Chang,17,15.2,50,0.2,1,Beverages,608.0,1996,7,17,1996 Q3,15.2,1
1996-07-17,ERNSH,Graz,5,Chef Anton's Gumbo Mix,0,17.0,65,0.2,2,Condiments,884.0,1996,7,17,1996 Q3,17.0,0
1996-07-17,ERNSH,Graz,32,Mascarpone Fabioli,9,25.6,6,0.2,4,Dairy Products,122.88000000000002,1996,7,17,1996 Q3,25.6,0
1996-07-18,CENTC,México D.F.,21,Sir Rodney's Scones,3,8.0,10,0.0,3,Confections,80.0,1996,7,18,1996 Q3,8.0,0
1996-07-18,CENTC,México D.F.,37,Gravad lax,11,20.8,1,0.0,8,Seafood,20.8,1996,7,18,1996 Q3,20.8,0
1996-07-19,OTTIK,Köln,41,Jack's New England Clam Chowder,85,7.7,16,0.25,8,Seafood,92.4,1996,7,19,1996 Q3,7.7,1
1996-07-19,OTTIK,Köln,57,Ravioli Angelo,36,15.6,50,0.0,5,Grains/Cereals,780.0,1996,7,19,1996 Q3,15.6,0
1996-07-19,OTTIK,Köln,62,Tarte au sucre,17,39.4,15,0.25,3,Confections,443.25,1996,7,19,1996 Q3,39.4,0
1996-07-19,OTTIK,Köln,70,Outback Lager,15,12.0,21,0.25,1,Beverages,189.0,1996,7,19,1996 Q3,12.0,0
1996-07-19,QUEDE,Rio de Janeiro,21,Sir Rodney's Scones,3,8.0,20,0.0,3,Confections,160.0,1996,7,19,1996 Q3,8.0,0
1996-07-19,QUEDE,Rio de Janeiro,35,Steeleye Stout,20,14.4,20,0.0,1,Beverages,288.0,1996,7,19,1996 Q3,14.4,0
1996-07-22,RATTC,Albuquerque,5,Chef Anton's Gumbo Mix,0,17.0,12,0.2,2,Condiments,163.20000000000002,1996,7,22,1996 Q3,17.0,0
1996-07-22,RATTC,Albuquerque,7,Uncle Bob's Organic Dried Pears,15,24.0,15,0.0,7,Produce,360.0,1996,7,22,1996 Q3,24.0,0
1996-07-22,RATTC,Albuquerque,56,Gnocchi di nonna Alice,21,30.4,2,0.0,5,Grains/Cereals,60.8,1996,7,22,1996 Q3,30.4,0
1996-07-23,ERNSH,Graz,16,Pavlova,29,13.9,60,0.25,3,Confections,625.5,1996,7,23,1996 Q3,13.9,1
1996-07-23,ERNSH,Graz,24,Guaraná Fantástica,20,5.9,28,0.0,1,Beverages,100.8,1996,7,23,1996 Q3,5.9,0
1996-07-23,ERNSH,Graz,30,Nord-Ost Matjeshering,10,20.7,60,0.25,8,Seafood,931.5,1996,7,23,1996 Q3,20.7,0
1996-07-23,ERNSH,Graz,74,Longlife Tofu,4,8.0,36,0.25,7,Produce,216.0,1996,7,23,1996 Q3,8.0,1
1996-07-24,FOLKO,Bräcke,2,Chang,17,15.2,35,0.0,1,Beverages,532.0,1996,7,24,1996 Q3,15.2,0
1996-07-24,FOLKO,Bräcke,41,Jack's New England Clam Chowder,85,7.7,25,0.15,8,Seafood,163.625,1996,7,24,1996 Q3,7.7,1
1996-07-25,BLONP,Strasbourg,17,Alice Mutton,0,31.2,30,0.0,6,Meat/Poultry,936.0,1996,7,25,1996 Q3,31.2,0
1996-07-25,BLONP,Strasbourg,70,Outback Lager,15,12.0,20,0.0,1,Beverages,240.0,1996,7,25,1996 Q3,12.0,0
1996-07-26,WARTH,Oulu,12,Queso Manchego La Pastora,86,30.4,12,0.05,4,Dairy Products,346.55999999999995,1996,7,26,1996 Q3,30.4,0
1996-07-29,FRANK,München,40,Boston Crab Meat,123,14.7,50,0.0,8,Seafood,735.0,1996,7,29,1996 Q3,14.7,0
1996-07-29,FRANK,München,59,Raclette Courdavault,79,44.0,70,0.15,4,Dairy Products,2618.0,1996,7,29,1996 Q3,44.0,1
1996-07-29,FRANK,München,76,Lakkalikööri,57,14.4,15,0.15,1,Beverages,183.6,1996,7,29,1996 Q3,14.4,0
1996-07-30,GROSR,Caracas,29,Thüringer Rostbratwurst,0,55.0,10,0.0,6,Meat/Poultry,990.0,1996,7,30,1996 Q3,55.0,0
1996-07-30,GROSR,Caracas,72,Mozzarella di Giovanni,14,27.8,4,0.0,4,Dairy Products,111.2,1996,7,30,1996 Q3,27.8,0
1996-07-31,WHITC,Seattle,33,Geitost,112,5.9,60,0.05,4,Dairy Products,114.0,1996,7,31,1996 Q3,5.9,1
1996-07-31,WHITC,Seattle,72,Mozzarella di Giovanni,14,27.8,20,0.05,4,Dairy Products,528.1999999999999,1996,7,31,1996 Q3,27.8,1
1996-08-01,WARTH,Oulu,36,Inlagd Sill,112,15.2,30,0.0,8,Seafood,456.0,1996,8,1,1996 Q3,15.2,0
1996-08-01,WARTH,Oulu,43,Ipoh Coffee,17,36.8,25,0.0,1,Beverages,919.9999999999999,1996,8,1,1996 Q3,36.8,0
1996-08-01,SPLIR,Lander,33,Geitost,112,5.9,24,0.0,4,Dairy Products,48.0,1996,8,1,1996 Q3,5.9,0
1996-08-02,RATTC,Albuquerque,20,Sir Rodney's Marmalade,40,55.0,6,0.0,3,Confections,388.79999999999995,1996,8,2,1996 Q3,55.0,0
1996-08-02,RATTC,Albuquerque,31,Gorgonzola Telino,0,10.0,40,0.0,4,Dairy Products,400.0,1996,8,2,1996 Q3,10.0,0
1996-08-02,RATTC,Albuquerque,72,Mozzarella di Giovanni,14,27.8,24,0.0,4,Dairy Products,667.2,1996,8,2,1996 Q3,27.8,0
1996-08-05,QUICK,Cunewalde,10,Ikura,31,24.8,24,0.05,8,Seafood,565.44,1996,8,5,1996 Q3,24.8,0
1996-08-05,QUICK,Cunewalde,31,Gorgonzola Telino,0,10.0,15,0.05,4,Dairy Products,142.5,1996,8,5,1996 Q3,10.0,0
1996-08-05,QUICK,Cunewalde,33,Geitost,112,5.9,20,0.0,4,Dairy Products,40.0,1996,8,5,1996 Q3,5.9,0
1996-08-05,QUICK,Cunewalde,40,Boston Crab Meat,123,14.7,60,0.05,8,Seafood,837.9,1996,8,5,1996 Q3,14.7,1
1996-08-05,QUICK,Cunewalde,76,Lakkalikööri,57,14.4,33,0.05,1,Beverages,451.43999999999994,1996,8,5,1996 Q3,14.4,1
1996-08-06,VINET,Reims,71,Flotemysost,26,17.2,20,0.0,4,Dairy Products,344.0,1996,8,6,1996 Q3,17.2,0
1996-08-06,VINET,Reims,72,Mozzarella di Giovanni,14,27.8,7,0.0,4,Dairy Products,194.6,1996,8,6,1996 Q3,27.8,0
1996-08-07,MAGAA,Bergamo,24,Guaraná Fantástica,20,5.9,12,0.05,1,Beverages,41.04,1996,8,7,1996 Q3,5.9,0
1996-08-07,MAGAA,Bergamo,59,Raclette Courdavault,79,44.0,6,0.05,4,Dairy Products,250.79999999999998,1996,8,7,1996 Q3,44.0,0
1996-08-08,TORTU,México D.F.,10,Ikura,31,24.8,15,0.0,8,Seafood,372.0,1996,8,8,1996 Q3,24.8,0
1996-08-08,TORTU,México D.F.,13,Konbu,24,5.9,10,0.0,8,Seafood,48.0,1996,8,8,1996 Q3,5.9,0
1996-08-09,MORGK,Leipzig,28,Rössle Sauerkraut,26,36.4,20,0.0,7,Produce,728.0,1996,8,9,1996 Q3,36.4,0
1996-08-09,MORGK,Leipzig,62,Tarte au sucre,17,39.4,12,0.0,3,Confections,472.79999999999995,1996,8,9,1996 Q3,39.4,0
1996-08-12,BERGS,Luleå,44,Gula Malacca,27,15.5,16,0.0,2,Condiments,248.0,1996,8,12,1996 Q3,15.5,0
1996-08-12,BERGS,Luleå,59,Raclette Courdavault,79,44.0,15,0.0,4,Dairy Products,660.0,1996,8,12,1996 Q3,44.0,0
1996-08-12,BERGS,Luleå,63,Vegie-spread,24,35.1,8,0.0,2,Condiments,280.8,1996,8,12,1996 Q3,35.1,0
1996-08-12,BERGS,Luleå,73,Röd Kaviar,101,12.0,25,0.0,8,Seafood,300.0,1996,8,12,1996 Q3,12.0,0
1996-08-13,LEHMS,Frankfurt a.M.,17,Alice Mutton,0,31.2,15,0.25,6,Meat/Poultry,351.0,1996,8,13,1996 Q3,31.2,0
1996-08-14,BERGS,Luleå,24,Guaraná Fantástica,20,5.9,12,0.0,1,Beverages,43.2,1996,8,14,1996 Q3,5.9,0
1996-08-14,BERGS,Luleå,55,Pâté chinois,115,19.2,20,0.0,6,Meat/Poultry,384.0,1996,8,14,1996 Q3,19.2,0
1996-08-14,BERGS,Luleå,75,Rhönbräu Klosterbier,125,6.2,30,0.0,1,Beverages,186.0,1996,8,14,1996 Q3,6.2,0
1996-08-14,ROMEY,Madrid,19,Teatime Chocolate Biscuits,25,7.3,1,0.0,3,Confections,7.3,1996,8,14,1996 Q3,7.3,0
1996-08-14,ROMEY,Madrid,24,Guaraná Fantástica,20,5.9,6,0.0,1,Beverages,21.6,1996,8,14,1996 Q3,5.9,0
1996-08-14,ROMEY,Madrid,35,Steeleye Stout,20,14.4,4,0.0,1,Beverages,57.6,1996,8,14,1996 Q3,14.4,0
1996-08-15,ROMEY,Madrid,30,Nord-Ost Matjeshering,10,20.7,6,0.0,8,Seafood,124.19999999999999,1996,8,15,1996 Q3,20.7,0
1996-08-15,ROMEY,Madrid,57,Ravioli Angelo,36,15.6,2,0.0,5,Grains/Cereals,31.2,1996,8,15,1996 Q3,15.6,0
1996-08-16,LILAS,Barquisimeto,15,Genen Shouyu,39,12.4,20,0.0,2,Condiments,248.0,1996,8,16,1996 Q3,12.4,0
1996-08-16,LILAS,Barquisimeto,19,Teatime Chocolate Biscuits,25,7.3,18,0.0,3,Confections,131.4,1996,8,16,1996 Q3,7.3,0
1996-08-16,LILAS,Barquisimeto,60,Camembert Pierrot,19,27.2,35,0.0,4,Dairy Products,952.0,1996,8,16,1996 Q3,27.2,0
1996-08-16,LILAS,Barquisimeto,72,Mozzarella di Giovanni,14,27.8,3,0.0,4,Dairy Products,83.4,1996,8,16,1996 Q3,27.8,0
1996-08-19,LEHMS,Frankfurt a.M.,27,Schoggi Schokolade,49,35.1,15,0.25,3,Confections,394.875,1996,8,19,1996 Q3,35.1,0
1996-08-19,LEHMS,Frankfurt a.M.,44,Gula Malacca,27,15.5,21,0.0,2,Condiments,325.5,1996,8,19,1996 Q3,15.5,0
1996-08-19,LEHMS,Frankfurt a.M.,60,Camembert Pierrot,19,27.2,20,0.25,4,Dairy Products,408.0,1996,8,19,1996 Q3,27.2,0
1996-08-19,LEHMS,Frankfurt a.M.,67,Laughing Lumberjack Lager,52,11.2,5,0.25,1,Beverages,42.0,1996,8,19,1996 Q3,11.2,0
1996-08-20,QUICK,Cunewalde,1,Chai,39,14.4,45,0.2,1,Beverages,518.4,1996,8,20,1996 Q3,14.4,0
1996-08-20,QUICK,Cunewalde,40,Boston Crab Meat,123,14.7,40,0.2,8,Seafood,470.40000000000003,1996,8,20,1996 Q3,14.7,0
1996-08-20,QUICK,Cunewalde,53,Perth Pasties,0,26.2,36,0.2,6,Meat/Poultry,754.56,1996,8,20,1996 Q3,26.2,1
1996-08-21,QUICK,Cunewalde,35,Steeleye Stout,20,14.4,100,0.0,1,Beverages,1440.0,1996,8,21,1996 Q3,14.4,0
1996-08-21,QUICK,Cunewalde,62,Tarte au sucre,17,39.4,40,0.0,3,Confections,1576.0,1996,8,21,1996 Q3,39.4,0
1996-08-22,RICAR,Rio de Janeiro,16,Pavlova,29,13.9,40,0.15,3,Confections,472.59999999999997,1996,8,22,1996 Q3,13.9,0
1996-08-22,RICAR,Rio de Janeiro,34,Sasquatch Ale,111,11.2,20,0.0,1,Beverages,224.0,1996,8,22,1996 Q3,11.2,0
1996-08-22,RICAR,Rio de Janeiro,46,Spegesild,95,9.6,15,0.15,8,Seafood,122.39999999999999,1996,8,22,1996 Q3,9.6,0
1996-08-23,REGGC,Reggio Emilia,54,Tourtière,21,5.9,10,0.1,6,Meat/Poultry,53.1,1996,8,23,1996 Q3,5.9,0
1996-08-23,REGGC,Reggio Emilia,68,Scottish Longbreads,6,10.0,3,0.1,3,Confections,27.0,1996,8,23,1996 Q3,10.0,0
1996-08-26,BSBEV,London,3,Aniseed Syrup,13,8.0,30,0.0,2,Condiments,240.0,1996,8,26,1996 Q3,8.0,0
1996-08-26,BSBEV,London,64,Wimmers gute Semmelknödel,22,26.6,9,0.0,5,Grains/Cereals,239.4,1996,8,26,1996 Q3,26.6,0
1996-08-27,COMMI,Sao Paulo,5,Chef Anton's Gumbo Mix,0,17.0,20,0.0,2,Condiments,340.0,1996,8,27,1996 Q3,17.0,0
1996-08-27,COMMI,Sao Paulo,29,Thüringer Rostbratwurst,0,55.0,15,0.0,6,Meat/Poultry,1485.0,1996,8,27,1996 Q3,55.0,0
1996-08-27,COMMI,Sao Paulo,49,Maxilaku,10,16.0,15,0.0,3,Confections,240.0,1996,8,27,1996 Q3,16.0,0
1996-08-27,COMMI,Sao Paulo,77,Original Frankfurter grüne Soße,32,10.4,10,0.0,2,Condiments,104.0,1996,8,27,1996 Q3,10.4,0
1996-08-27,QUEDE,Rio de Janeiro,13,Konbu,24,5.9,20,0.1,8,Seafood,86.4,1996,8,27,1996 Q3,5.9,1
1996-08-27,QUEDE,Rio de Janeiro,44,Gula Malacca,27,15.5,24,0.1,2,Condiments,334.8,1996,8,27,1996 Q3,15.5,1
1996-08-27,QUEDE,Rio de Janeiro,51,Manjimup Dried Apples,20,42.4,2,0.1,7,Produce,76.32,1996,8,27,1996 Q3,42.4,0
1996-08-28,TRADH,Sao Paulo,20,Sir Rodney's Marmalade,40,55.0,20,0.0,3,Confections,1296.0,1996,8,28,1996 Q3,55.0,0
1996-08-29,TORTU,México D.F.,18,Carnarvon Tigers,42,50.0,12,0.0,8,Seafood,600.0,1996,8,29,1996 Q3,50.0,0
1996-08-29,TORTU,México D.F.,24,Guaraná Fantástica,20,5.9,10,0.0,1,Beverages,36.0,1996,8,29,1996 Q3,5.9,0
1996-08-29,TORTU,México D.F.,63,Vegie-spread,24,35.1,5,0.0,2,Condiments,175.5,1996,8,29,1996 Q3,35.1,0
1996-08-29,TORTU,México D.F.,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages,37.2,1996,8,29,1996 Q3,6.2,0
1996-08-30,RATTC,Albuquerque,1,Chai,39,14.4,18,0.0,1,Beverages,259.2,1996,8,30,1996 Q3,14.4,0
1996-08-30,RATTC,Albuquerque,17,Alice Mutton,0,31.2,15,0.0,6,Meat/Poultry,468.0,1996,8,30,1996 Q3,31.2,0
1996-08-30,RATTC,Albuquerque,43,Ipoh Coffee,17,36.8,15,0.0,1,Beverages,552.0,1996,8,30,1996 Q3,36.8,0
1996-08-30,RATTC,Albuquerque,60,Camembert Pierrot,19,27.2,21,0.0,4,Dairy Products,571.1999999999999,1996,8,30,1996 Q3,27.2,0
1996-08-30,RATTC,Albuquerque,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages,37.2,1996,8,30,1996 Q3,6.2,0
1996-09-02,VINET,Reims,56,Gnocchi di nonna Alice,21,30.4,4,0.0,5,Grains/Cereals,121.6,1996,9,2,1996 Q3,30.4,0
1996-09-03,LILAS,Barquisimeto,11,Queso Cabrales,22,16.8,12,0.0,4,Dairy Products,201.60000000000002,1996,9,3,1996 Q3,16.8,0
1996-09-03,LILAS,Barquisimeto,16,Pavlova,29,13.9,30,0.0,3,Confections,417.0,1996,9,3,1996 Q3,13.9,0
1996-09-03,LILAS,Barquisimeto,69,Gudbrandsdalsost,26,28.8,15,0.0,4,Dairy Products,432.0,1996,9,3,1996 Q3,28.8,0
1996-09-04,BLONP,Strasbourg,39,Chartreuse verte,69,14.4,60,0.0,1,Beverages,864.0,1996,9,4,1996 Q3,14.4,0
1996-09-04,BLONP,Strasbourg,72,Mozzarella di Giovanni,14,27.8,20,0.0,4,Dairy Products,556.0,1996,9,4,1996 Q3,27.8,0
1996-09-05,HUNGO,Cork,2,Chang,17,15.2,40,0.0,1,Beverages,608.0,1996,9,5,1996 Q3,15.2,0
1996-09-05,HUNGO,Cork,36,Inlagd Sill,112,15.2,40,0.25,8,Seafood,456.0,1996,9,5,1996 Q3,15.2,1
1996-09-05,HUNGO,Cork,59,Raclette Courdavault,79,44.0,30,0.25,4,Dairy Products,990.0,1996,9,5,1996 Q3,44.0,1
1996-09-05,HUNGO,Cork,62,Tarte au sucre,17,39.4,15,0.0,3,Confections,591.0,1996,9,5,1996 Q3,39.4,0
1996-09-06,RICAR,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,15,0.0,3,Confections,109.5,1996,9,6,1996 Q3,7.3,0
1996-09-06,RICAR,Rio de Janeiro,70,Outback Lager,15,12.0,20,0.0,1,Beverages,240.0,1996,9,6,1996 Q3,12.0,0
1996-09-09,MAGAA,Bergamo,66,Louisiana Hot Spiced Okra,4,13.6,30,0.0,2,Condiments,408.0,1996,9,9,1996 Q3,13.6,0
1996-09-09,MAGAA,Bergamo,68,Scottish Longbreads,6,10.0,20,0.0,3,Confections,200.0,1996,9,9,1996 Q3,10.0,0
1996-09-09,WANDK,Stuttgart,40,Boston Crab Meat,123,14.7,10,0.0,8,Seafood,147.0,1996,9,9,1996 Q3,14.7,0
1996-09-09,WANDK,Stuttgart,56,Gnocchi di nonna Alice,21,30.4,20,0.0,5,Grains/Cereals,608.0,1996,9,9,1996 Q3,30.4,0
1996-09-10,SUPRD,Charleroi,17,Alice Mutton,0,31.2,40,0.0,6,Meat/Poultry,1248.0,1996,9,10,1996 Q3,31.2,0
1996-09-10,SUPRD,Charleroi,28,Rössle Sauerkraut,26,36.4,28,0.0,7,Produce,1019.1999999999999,1996,9,10,1996 Q3,36.4,0
1996-09-10,SUPRD,Charleroi,43,Ipoh Coffee,17,36.8,12,0.0,1,Beverages,441.59999999999997,1996,9,10,1996 Q3,36.8,0
1996-09-11,GODOS,Sevilla,40,Boston Crab Meat,123,14.7,40,0.1,8,Seafood,529.2,1996,9,11,1996 Q3,14.7,1
1996-09-11,GODOS,Sevilla,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,30,0.1,2,Condiments,453.6,1996,9,11,1996 Q3,16.8,1
1996-09-11,GODOS,Sevilla,68,Scottish Longbreads,6,10.0,15,0.1,3,Confections,135.0,1996,9,11,1996 Q3,10.0,0
1996-09-12,TORTU,México D.F.,49,Maxilaku,10,16.0,30,0.0,3,Confections,480.0,1996,9,12,1996 Q3,16.0,0
1996-09-12,TORTU,México D.F.,59,Raclette Courdavault,79,44.0,10,0.0,4,Dairy Products,440.0,1996,9,12,1996 Q3,44.0,0
1996-09-12,TORTU,México D.F.,71,Flotemysost,26,17.2,2,0.0,4,Dairy Products,34.4,1996,9,12,1996 Q3,17.2,0
1996-09-13,OLDWO,Anchorage,18,Carnarvon Tigers,42,50.0,25,0.1,8,Seafood,1125.0,1996,9,13,1996 Q3,50.0,1
1996-09-13,OLDWO,Anchorage,29,Thüringer Rostbratwurst,0,55.0,25,0.1,6,Meat/Poultry,2227.5,1996,9,13,1996 Q3,55.0,1
1996-09-13,OLDWO,Anchorage,39,Chartreuse verte,69,14.4,30,0.1,1,Beverages,388.8,1996,9,13,1996 Q3,14.4,0
1996-09-16,ROMEY,Madrid,30,Nord-Ost Matjeshering,10,20.7,10,0.0,8,Seafood,207.0,1996,9,16,1996 Q3,20.7,0
1996-09-16,ROMEY,Madrid,53,Perth Pasties,0,26.2,10,0.0,6,Meat/Poultry,262.0,1996,9,16,1996 Q3,26.2,0
1996-09-16,ROMEY,Madrid,54,Tourtière,21,5.9,5,0.0,6,Meat/Poultry,29.5,1996,9,16,1996 Q3,5.9,0
1996-09-17,LONEP,Portland,62,Tarte au sucre,17,39.4,10,0.0,3,Confections,394.0,1996,9,17,1996 Q3,39.4,0
1996-09-17,LONEP,Portland,68,Scottish Longbreads,6,10.0,3,0.0,3,Confections,30.0,1996,9,17,1996 Q3,10.0,0
1996-09-18,ANATR,México D.F.,69,Gudbrandsdalsost,26,28.8,1,0.0,4,Dairy Products,28.8,1996,9,18,1996 Q3,28.8,0
1996-09-18,ANATR,México D.F.,70,Outback Lager,15,12.0,5,0.0,1,Beverages,60.0,1996,9,18,1996 Q3,12.0,0
1996-09-19,HUNGO,Cork,4,Chef Anton's Cajun Seasoning,53,17.6,20,0.0,2,Condiments,352.0,1996,9,19,1996 Q3,17.6,0
1996-09-19,HUNGO,Cork,6,Grandma's Boysenberry Spread,120,20.0,30,0.0,2,Condiments,600.0,1996,9,19,1996 Q3,20.0,0
1996-09-19,HUNGO,Cork,42,Singaporean Hokkien Fried Mee,26,11.2,2,0.0,5,Grains/Cereals,22.4,1996,9,19,1996 Q3,11.2,0
1996-09-19,HUNGO,Cork,43,Ipoh Coffee,17,36.8,20,0.0,1,Beverages,736.0,1996,9,19,1996 Q3,36.8,0
1996-09-19,HUNGO,Cork,71,Flotemysost,26,17.2,3,0.0,4,Dairy Products,51.599999999999994,1996,9,19,1996 Q3,17.2,0
1996-09-20,THEBI,Portland,16,Pavlova,29,13.9,10,0.0,3,Confections,139.0,1996,9,20,1996 Q3,13.9,0
1996-09-20,THEBI,Portland,62,Tarte au sucre,17,39.4,5,0.0,3,Confections,197.0,1996,9,20,1996 Q3,39.4,0
1996-09-20,DUMON,Nantes,42,Singaporean Hokkien Fried Mee,26,11.2,6,0.0,5,Grains/Cereals,67.19999999999999,1996,9,20,1996 Q3,11.2,0
1996-09-20,DUMON,Nantes,69,Gudbrandsdalsost,26,28.8,7,0.0,4,Dairy Products,201.6,1996,9,20,1996 Q3,28.8,0
1996-09-23,WANDK,Stuttgart,28,Rössle Sauerkraut,26,36.4,4,0.0,7,Produce,145.6,1996,9,23,1996 Q3,36.4,0
1996-09-23,WANDK,Stuttgart,43,Ipoh Coffee,17,36.8,24,0.0,1,Beverages,883.1999999999999,1996,9,23,1996 Q3,36.8,0
1996-09-23,WANDK,Stuttgart,53,Perth Pasties,0,26.2,20,0.0,6,Meat/Poultry,524.0,1996,9,23,1996 Q3,26.2,0
1996-09-23,WANDK,Stuttgart,75,Rhönbräu Klosterbier,125,6.2,10,0.0,1,Beverages,62.0,1996,9,23,1996 Q3,6.2,0
1996-09-24,QUICK,Cunewalde,36,Inlagd Sill,112,15.2,12,0.0,8,Seafood,182.39999999999998,1996,9,24,1996 Q3,15.2,0
1996-09-25,RATTC,Albuquerque,32,Mascarpone Fabioli,9,25.6,40,0.1,4,Dairy Products,921.6,1996,9,25,1996 Q3,25.6,1
1996-09-25,RATTC,Albuquerque,58,Escargots de Bourgogne,62,10.6,30,0.1,8,Seafood,286.2,1996,9,25,1996 Q3,10.6,0
1996-09-25,RATTC,Albuquerque,62,Tarte au sucre,17,39.4,25,0.1,3,Confections,886.5,1996,9,25,1996 Q3,39.4,1
1996-09-26,ISLAT,Cowes,34,Sasquatch Ale,111,11.2,14,0.0,1,Beverages,156.79999999999998,1996,9,26,1996 Q3,11.2,0
1996-09-26,ISLAT,Cowes,70,Outback Lager,15,12.0,30,0.0,1,Beverages,360.0,1996,9,26,1996 Q3,12.0,0
1996-09-27,RATTC,Albuquerque,41,Jack's New England Clam Chowder,85,7.7,10,0.0,8,Seafood,77.0,1996,9,27,1996 Q3,7.7,0
